order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
CA-2022-104769,2022-05-23,2022-05-24,Second Class,CG-10093,Customer_486,Corporate,United States,New York,Washington,Central,OFF-BIN-10720,Office Supplies,Binders,Binders Model 13,134.27,3,0.0,-4.42
CA-2022-104770,2022-05-11,2022-05-12,Second Class,CG-10350,Customer_136,Consumer,United States,Phoenix,Texas,West,OFF-PAP-10838,Office Supplies,Paper,Paper Model 28,1418.32,5,0.0,384.86
CA-2022-104771,2023-05-10,2023-05-11,First Class,CG-10372,Customer_103,Consumer,United States,New York,New York,West,TEC-ACC-10645,Technology,Accessories,Accessories Model 37,1159.79,8,0.0,95.15
CA-2022-104772,2023-12-02,2023-12-09,Standard Class,CG-10009,Customer_688,Corporate,United States,Seattle,Illinois,South,TEC-COP-10308,Technology,Copiers,Copiers Model 21,864.99,6,0.2,-120.89
CA-2022-104773,2023-09-30,2023-10-01,Same Day,CG-10213,Customer_521,Corporate,United States,New York,Illinois,East,FUR-FUR-10976,Furniture,Furnishings,Furnishings Model 13,1218.83,5,0.0,-143.8
CA-2022-104774,2021-05-11,2021-05-18,Standard Class,CG-10554,Customer_81,Corporate,United States,Seattle,Washington,East,FUR-TAB-10250,Furniture,Tables,Tables Model 9,1242.08,2,0.2,-51.07
CA-2022-104775,2021-07-30,2021-08-02,First Class,CG-10581,Customer_143,Consumer,United States,Chicago,New York,West,OFF-APP-10998,Office Supplies,Appliances,Appliances Model 41,517.2,5,0.0,-55.27
CA-2022-104776,2022-09-12,2022-09-15,Same Day,CG-10167,Customer_623,Home Office,United States,Phoenix,Illinois,West,FUR-FUR-10134,Furniture,Furnishings,Furnishings Model 41,165.63,2,0.2,33.86
CA-2022-104777,2022-10-24,2022-10-26,Same Day,CG-10444,Customer_59,Corporate,United States,Phoenix,New York,East,TEC-MAC-10755,Technology,Machines,Machines Model 38,1046.34,3,0.0,359.47
CA-2022-104778,2023-05-17,2023-05-22,Second Class,CG-10376,Customer_711,Consumer,United States,Houston,Washington,South,TEC-ACC-10985,Technology,Accessories,Accessories Model 49,1470.94,1,0.0,120.68
CA-2022-104779,2021-03-27,2021-03-28,Standard Class,CG-10130,Customer_168,Home Office,United States,Chicago,Washington,West,OFF-APP-10226,Office Supplies,Appliances,Appliances Model 10,130.24,5,0.1,24.15
CA-2022-104780,2022-09-01,2022-09-07,Standard Class,CG-10515,Customer_592,Consumer,United States,Seattle,Illinois,South,OFF-ART-10669,Office Supplies,Art,Art Model 18,623.27,6,0.0,204.11
CA-2022-104781,2022-01-11,2022-01-17,Same Day,CG-10486,Customer_662,Corporate,United States,Los Angeles,California,South,TEC-MAC-10776,Technology,Machines,Machines Model 29,1798.39,3,0.3,-144.7
CA-2022-104782,2022-08-13,2022-08-18,First Class,CG-10743,Customer_690,Corporate,United States,Los Angeles,Illinois,East,FUR-FUR-10330,Furniture,Furnishings,Furnishings Model 22,518.5,6,0.0,-14.52
CA-2022-104783,2022-12-29,2023-01-01,Second Class,CG-10225,Customer_275,Corporate,United States,Chicago,Arizona,Central,FUR-BOO-10280,Furniture,Bookcases,Bookcases Model 48,1087.5,6,0.0,261.52
CA-2022-104784,2022-11-16,2022-11-18,Second Class,CG-10228,Customer_56,Home Office,United States,Los Angeles,California,East,TEC-MAC-10920,Technology,Machines,Machines Model 12,1411.43,2,0.0,355.75
CA-2022-104785,2021-07-27,2021-08-03,Second Class,CG-10777,Customer_589,Corporate,United States,Los Angeles,Arizona,East,FUR-FUR-10654,Furniture,Furnishings,Furnishings Model 2,1570.15,8,0.4,-182.71
CA-2022-104786,2022-03-24,2022-03-25,Second Class,CG-10001,Customer_57,Corporate,United States,Seattle,Texas,South,FUR-TAB-10077,Furniture,Tables,Tables Model 1,295.53,6,0.0,56.69
CA-2022-104787,2023-12-07,2023-12-10,Same Day,CG-10418,Customer_421,Corporate,United States,Houston,Arizona,East,OFF-APP-10322,Office Supplies,Appliances,Appliances Model 14,83.83,4,0.0,-13.89
CA-2022-104788,2023-02-14,2023-02-16,Standard Class,CG-10394,Customer_283,Corporate,United States,Houston,Washington,Central,TEC-ACC-10581,Technology,Accessories,Accessories Model 44,300.55,4,0.1,108.58
CA-2022-104789,2023-01-07,2023-01-13,First Class,CG-10535,Customer_571,Home Office,United States,Seattle,New York,South,OFF-FAS-10923,Office Supplies,Fasteners,Fasteners Model 14,1864.5,10,0.0,-355.99
CA-2022-104790,2023-08-07,2023-08-12,Same Day,CG-10169,Customer_426,Home Office,United States,Los Angeles,Washington,West,FUR-BOO-10215,Furniture,Bookcases,Bookcases Model 9,184.3,3,0.0,59.21
CA-2022-104791,2023-05-06,2023-05-08,Same Day,CG-10011,Customer_72,Consumer,United States,New York,New York,Central,FUR-FUR-10046,Furniture,Furnishings,Furnishings Model 31,909.7,3,0.3,248.82
CA-2022-104792,2023-11-15,2023-11-17,First Class,CG-10606,Customer_632,Consumer,United States,New York,Illinois,Central,OFF-SUP-10517,Office Supplies,Supplies,Supplies Model 31,269.36,8,0.0,55.91
CA-2022-104793,2022-02-25,2022-02-28,Same Day,CG-10710,Customer_414,Corporate,United States,Chicago,New York,West,TEC-COP-10895,Technology,Copiers,Copiers Model 31,115.7,6,0.1,14.35
CA-2022-104794,2023-06-25,2023-06-30,Second Class,CG-10207,Customer_419,Corporate,United States,New York,Arizona,Central,TEC-ACC-10700,Technology,Accessories,Accessories Model 26,1635.71,8,0.0,218.0
CA-2022-104795,2021-03-09,2021-03-10,Standard Class,CG-10201,Customer_656,Home Office,United States,Seattle,Texas,South,TEC-MAC-10957,Technology,Machines,Machines Model 3,380.74,6,0.5,44.08
CA-2022-104796,2022-09-19,2022-09-20,Standard Class,CG-10405,Customer_320,Corporate,United States,New York,Washington,South,TEC-ACC-10813,Technology,Accessories,Accessories Model 32,875.08,7,0.0,152.85
CA-2022-104797,2022-11-25,2022-11-30,Standard Class,CG-10388,Customer_528,Home Office,United States,New York,Texas,East,OFF-APP-10600,Office Supplies,Appliances,Appliances Model 49,1467.44,5,0.0,147.83
CA-2022-104798,2021-02-10,2021-02-14,Second Class,CG-10487,Customer_364,Corporate,United States,Los Angeles,Washington,West,FUR-TAB-10615,Furniture,Tables,Tables Model 5,1200.84,5,0.2,281.9
CA-2022-104799,2022-12-21,2022-12-24,Standard Class,CG-10052,Customer_558,Home Office,United States,Phoenix,Illinois,West,TEC-ACC-10990,Technology,Accessories,Accessories Model 47,285.79,6,0.0,97.35
CA-2022-104800,2021-04-14,2021-04-20,Standard Class,CG-10255,Customer_137,Consumer,United States,Phoenix,Washington,West,OFF-FAS-10644,Office Supplies,Fasteners,Fasteners Model 26,357.2,9,0.5,-59.42
CA-2022-104801,2022-02-08,2022-02-14,Same Day,CG-10476,Customer_278,Consumer,United States,Phoenix,Illinois,East,FUR-CHA-10298,Furniture,Chairs,Chairs Model 33,1735.51,3,0.3,199.34
CA-2022-104802,2022-05-10,2022-05-14,Same Day,CG-10749,Customer_325,Consumer,United States,Chicago,New York,Central,TEC-ACC-10731,Technology,Accessories,Accessories Model 30,283.5,9,0.0,101.92
CA-2022-104803,2023-03-10,2023-03-16,Standard Class,CG-10086,Customer_600,Consumer,United States,Seattle,California,South,FUR-CHA-10458,Furniture,Chairs,Chairs Model 13,1253.51,6,0.0,385.72
CA-2022-104804,2022-06-02,2022-06-06,Same Day,CG-10303,Customer_399,Consumer,United States,New York,Arizona,South,FUR-FUR-10561,Furniture,Furnishings,Furnishings Model 45,1602.52,9,0.4,390.96
CA-2022-104805,2023-07-14,2023-07-18,First Class,CG-10327,Customer_525,Home Office,United States,Houston,Texas,West,FUR-TAB-10225,Furniture,Tables,Tables Model 39,1700.96,5,0.0,140.69
CA-2022-104806,2021-10-24,2021-10-28,Second Class,CG-10534,Customer_780,Corporate,United States,Chicago,California,West,FUR-FUR-10242,Furniture,Furnishings,Furnishings Model 14,78.41,10,0.0,-2.29
CA-2022-104807,2021-08-14,2021-08-18,Same Day,CG-10143,Customer_697,Corporate,United States,Phoenix,Illinois,East,TEC-ACC-10756,Technology,Accessories,Accessories Model 43,1002.54,10,0.0,-179.57
CA-2022-104808,2021-09-01,2021-09-07,Same Day,CG-10304,Customer_336,Corporate,United States,Los Angeles,Texas,East,TEC-MAC-10650,Technology,Machines,Machines Model 1,1226.77,6,0.0,-101.38
CA-2022-104809,2021-12-13,2021-12-19,Second Class,CG-10566,Customer_202,Home Office,United States,Phoenix,California,West,FUR-BOO-10425,Furniture,Bookcases,Bookcases Model 16,50.09,6,0.5,9.41
CA-2022-104810,2022-02-26,2022-02-27,Same Day,CG-10266,Customer_152,Home Office,United States,Houston,Washington,South,TEC-PHO-10103,Technology,Phones,Phones Model 10,998.4,4,0.5,-159.98
CA-2022-104811,2023-09-28,2023-10-03,Second Class,CG-10701,Customer_432,Consumer,United States,Los Angeles,New York,West,TEC-MAC-10695,Technology,Machines,Machines Model 49,1757.35,2,0.0,-152.38
CA-2022-104812,2023-04-05,2023-04-07,Second Class,CG-10174,Customer_745,Consumer,United States,Seattle,California,East,TEC-MAC-10521,Technology,Machines,Machines Model 1,1787.57,2,0.0,-44.43
CA-2022-104813,2021-11-25,2021-11-29,Second Class,CG-10172,Customer_708,Home Office,United States,Houston,California,West,OFF-LAB-10135,Office Supplies,Labels,Labels Model 15,1687.82,2,0.5,565.84
CA-2022-104814,2022-06-10,2022-06-12,Same Day,CG-10529,Customer_113,Corporate,United States,Los Angeles,New York,Central,OFF-ENV-10976,Office Supplies,Envelopes,Envelopes Model 11,1326.44,4,0.0,329.84
CA-2022-104815,2023-01-14,2023-01-20,Standard Class,CG-10069,Customer_706,Corporate,United States,New York,Illinois,West,OFF-FAS-10885,Office Supplies,Fasteners,Fasteners Model 21,869.26,8,0.0,75.32
CA-2022-104816,2021-05-12,2021-05-15,Second Class,CG-10269,Customer_71,Consumer,United States,Phoenix,Illinois,Central,FUR-TAB-10329,Furniture,Tables,Tables Model 22,382.64,1,0.4,72.95
CA-2022-104817,2021-01-14,2021-01-15,First Class,CG-10259,Customer_368,Consumer,United States,Chicago,New York,Central,TEC-ACC-10833,Technology,Accessories,Accessories Model 27,1368.98,5,0.0,295.01
CA-2022-104818,2023-08-10,2023-08-11,Standard Class,CG-10187,Customer_641,Consumer,United States,Los Angeles,Arizona,West,OFF-BIN-10728,Office Supplies,Binders,Binders Model 25,1252.98,4,0.5,206.53
CA-2022-104819,2021-02-20,2021-02-25,Standard Class,CG-10362,Customer_710,Consumer,United States,Chicago,New York,East,OFF-PAP-10196,Office Supplies,Paper,Paper Model 46,1107.01,6,0.1,354.44
CA-2022-104820,2023-12-29,2024-01-05,First Class,CG-10137,Customer_271,Home Office,United States,Houston,Texas,West,OFF-SUP-10881,Office Supplies,Supplies,Supplies Model 1,191.6,3,0.0,4.61
CA-2022-104821,2021-09-10,2021-09-12,Second Class,CG-10316,Customer_789,Consumer,United States,New York,Arizona,West,TEC-COP-10908,Technology,Copiers,Copiers Model 5,36.13,2,0.4,-5.24
CA-2022-104822,2023-02-28,2023-03-01,Second Class,CG-10724,Customer_141,Home Office,United States,Houston,Illinois,South,TEC-ACC-10273,Technology,Accessories,Accessories Model 27,109.35,1,0.4,23.39
CA-2022-104823,2023-06-18,2023-06-23,Standard Class,CG-10739,Customer_609,Consumer,United States,Phoenix,Washington,West,TEC-COP-10375,Technology,Copiers,Copiers Model 24,60.22,5,0.1,-8.26
CA-2022-104824,2021-03-02,2021-03-07,Same Day,CG-10109,Customer_328,Corporate,United States,Chicago,Washington,South,OFF-APP-10258,Office Supplies,Appliances,Appliances Model 16,689.83,5,0.5,-103.46
CA-2022-104825,2022-06-21,2022-06-28,Second Class,CG-10333,Customer_546,Home Office,United States,Houston,Illinois,East,FUR-TAB-10600,Furniture,Tables,Tables Model 40,790.35,7,0.1,-107.41
CA-2022-104826,2023-03-06,2023-03-08,Second Class,CG-10289,Customer_525,Consumer,United States,Seattle,New York,East,FUR-TAB-10825,Furniture,Tables,Tables Model 23,510.54,1,0.0,29.82
CA-2022-104827,2023-07-12,2023-07-19,Same Day,CG-10244,Customer_760,Consumer,United States,Phoenix,Arizona,West,FUR-CHA-10291,Furniture,Chairs,Chairs Model 31,422.64,2,0.0,-67.42
CA-2022-104828,2021-11-29,2021-12-02,Standard Class,CG-10629,Customer_62,Consumer,United States,New York,Illinois,South,FUR-BOO-10796,Furniture,Bookcases,Bookcases Model 12,1118.56,10,0.4,291.22
CA-2022-104829,2023-11-11,2023-11-14,Standard Class,CG-10296,Customer_235,Consumer,United States,Houston,New York,Central,TEC-PHO-10642,Technology,Phones,Phones Model 29,1292.32,9,0.2,-229.58
CA-2022-104830,2022-07-20,2022-07-24,First Class,CG-10701,Customer_564,Home Office,United States,Chicago,New York,East,TEC-ACC-10337,Technology,Accessories,Accessories Model 46,1241.18,9,0.4,278.66
CA-2022-104831,2021-11-08,2021-11-14,First Class,CG-10383,Customer_488,Corporate,United States,Phoenix,California,East,TEC-MAC-10907,Technology,Machines,Machines Model 4,275.09,8,0.0,47.39
CA-2022-104832,2022-04-25,2022-04-29,Same Day,CG-10279,Customer_226,Corporate,United States,Phoenix,California,West,TEC-MAC-10032,Technology,Machines,Machines Model 7,1558.43,9,0.0,206.36
CA-2022-104833,2023-09-29,2023-10-03,First Class,CG-10667,Customer_259,Home Office,United States,New York,New York,Central,TEC-COP-10226,Technology,Copiers,Copiers Model 41,909.14,2,0.0,295.3
CA-2022-104834,2021-11-03,2021-11-09,Same Day,CG-10409,Customer_183,Consumer,United States,Chicago,Arizona,West,FUR-CHA-10508,Furniture,Chairs,Chairs Model 9,992.4,1,0.5,-83.35
CA-2022-104835,2023-07-20,2023-07-21,First Class,CG-10013,Customer_465,Consumer,United States,Chicago,California,West,OFF-APP-10605,Office Supplies,Appliances,Appliances Model 10,1652.56,10,0.4,136.08
CA-2022-104836,2023-06-10,2023-06-16,Same Day,CG-10346,Customer_455,Corporate,United States,Phoenix,Texas,East,OFF-ART-10113,Office Supplies,Art,Art Model 11,701.08,6,0.3,150.73
CA-2022-104837,2023-01-03,2023-01-07,Second Class,CG-10767,Customer_681,Corporate,United States,New York,Illinois,Central,FUR-CHA-10203,Furniture,Chairs,Chairs Model 41,1681.12,6,0.3,608.19
CA-2022-104838,2023-12-24,2023-12-28,First Class,CG-10620,Customer_735,Consumer,United States,Los Angeles,Washington,West,TEC-ACC-10292,Technology,Accessories,Accessories Model 11,324.16,8,0.0,27.63
CA-2022-104839,2022-05-29,2022-06-03,Second Class,CG-10099,Customer_762,Corporate,United States,New York,New York,South,FUR-BOO-10206,Furniture,Bookcases,Bookcases Model 32,1804.73,3,0.1,384.36
CA-2022-104840,2021-09-08,2021-09-13,First Class,CG-10787,Customer_267,Consumer,United States,Seattle,Arizona,Central,TEC-PHO-10963,Technology,Phones,Phones Model 50,868.04,10,0.1,109.49
CA-2022-104841,2021-10-01,2021-10-08,First Class,CG-10772,Customer_64,Corporate,United States,Houston,Texas,South,OFF-STO-10801,Office Supplies,Storage,Storage Model 1,1121.78,1,0.1,285.77
CA-2022-104842,2022-02-11,2022-02-18,Standard Class,CG-10334,Customer_105,Home Office,United States,Seattle,New York,South,OFF-STO-10987,Office Supplies,Storage,Storage Model 9,236.74,8,0.1,-28.91
CA-2022-104843,2022-09-17,2022-09-20,Standard Class,CG-10248,Customer_202,Consumer,United States,Chicago,Arizona,South,FUR-TAB-10209,Furniture,Tables,Tables Model 43,61.47,6,0.1,22.52
CA-2022-104844,2022-10-31,2022-11-06,First Class,CG-10582,Customer_766,Home Office,United States,New York,Washington,East,TEC-ACC-10331,Technology,Accessories,Accessories Model 40,1053.47,6,0.0,176.48
CA-2022-104845,2022-12-18,2022-12-21,Standard Class,CG-10473,Customer_204,Consumer,United States,New York,Illinois,West,OFF-STO-10400,Office Supplies,Storage,Storage Model 19,826.96,5,0.4,-16.04
CA-2022-104846,2022-07-24,2022-07-31,Second Class,CG-10277,Customer_685,Home Office,United States,Houston,New York,West,OFF-LAB-10635,Office Supplies,Labels,Labels Model 19,1052.65,1,0.2,316.66
CA-2022-104847,2023-06-27,2023-07-01,Standard Class,CG-10522,Customer_20,Corporate,United States,Chicago,New York,East,TEC-MAC-10249,Technology,Machines,Machines Model 1,436.82,8,0.5,115.0
CA-2022-104848,2023-05-31,2023-06-07,Second Class,CG-10755,Customer_505,Home Office,United States,Houston,Illinois,East,FUR-FUR-10804,Furniture,Furnishings,Furnishings Model 22,31.75,5,0.0,4.82
CA-2022-104849,2022-03-20,2022-03-21,Second Class,CG-10233,Customer_433,Consumer,United States,Los Angeles,Washington,Central,OFF-PAP-10497,Office Supplies,Paper,Paper Model 34,50.71,1,0.0,4.71
CA-2022-104850,2021-01-19,2021-01-21,Same Day,CG-10631,Customer_657,Home Office,United States,New York,Texas,South,OFF-STO-10443,Office Supplies,Storage,Storage Model 2,305.79,3,0.0,-39.71
CA-2022-104851,2022-09-24,2022-09-25,Same Day,CG-10163,Customer_787,Corporate,United States,New York,Illinois,Central,OFF-LAB-10759,Office Supplies,Labels,Labels Model 33,1385.16,10,0.3,540.85
CA-2022-104852,2022-12-19,2022-12-25,First Class,CG-10204,Customer_748,Corporate,United States,New York,Washington,West,TEC-MAC-10300,Technology,Machines,Machines Model 32,1592.7,7,0.0,279.57
CA-2022-104853,2022-03-11,2022-03-12,Standard Class,CG-10276,Customer_363,Corporate,United States,Seattle,New York,West,OFF-ART-10603,Office Supplies,Art,Art Model 43,1377.5,2,0.0,113.88
CA-2022-104854,2021-12-12,2021-12-16,Standard Class,CG-10629,Customer_385,Consumer,United States,Seattle,Arizona,East,FUR-FUR-10451,Furniture,Furnishings,Furnishings Model 36,914.9,5,0.3,281.2
CA-2022-104855,2023-09-12,2023-09-13,Standard Class,CG-10748,Customer_143,Corporate,United States,Los Angeles,Texas,South,FUR-TAB-10114,Furniture,Tables,Tables Model 30,641.5,3,0.5,-37.95
CA-2022-104856,2021-05-10,2021-05-12,Second Class,CG-10504,Customer_520,Consumer,United States,New York,Washington,West,FUR-FUR-10305,Furniture,Furnishings,Furnishings Model 42,1515.95,9,0.1,5.35
CA-2022-104857,2022-01-20,2022-01-23,Standard Class,CG-10073,Customer_769,Consumer,United States,Phoenix,California,Central,OFF-LAB-10484,Office Supplies,Labels,Labels Model 40,912.75,9,0.1,18.13
CA-2022-104858,2022-09-27,2022-09-30,Same Day,CG-10619,Customer_562,Corporate,United States,Los Angeles,New York,Central,OFF-STO-10175,Office Supplies,Storage,Storage Model 11,600.55,1,0.3,44.82
CA-2022-104859,2021-08-14,2021-08-15,Second Class,CG-10415,Customer_379,Consumer,United States,New York,California,East,OFF-STO-10026,Office Supplies,Storage,Storage Model 28,1360.45,5,0.4,14.42
CA-2022-104860,2022-12-12,2022-12-18,Second Class,CG-10657,Customer_296,Consumer,United States,Los Angeles,Washington,South,TEC-COP-10922,Technology,Copiers,Copiers Model 1,333.78,3,0.0,-6.02
CA-2022-104861,2023-12-05,2023-12-08,Standard Class,CG-10413,Customer_495,Consumer,United States,Seattle,Washington,East,OFF-ART-10574,Office Supplies,Art,Art Model 40,1007.13,6,0.0,398.11
CA-2022-104862,2021-04-20,2021-04-27,Second Class,CG-10583,Customer_232,Consumer,United States,Chicago,Texas,Central,FUR-TAB-10283,Furniture,Tables,Tables Model 43,53.76,6,0.5,-0.33
CA-2022-104863,2022-03-26,2022-03-27,Standard Class,CG-10027,Customer_578,Corporate,United States,Chicago,Arizona,Central,OFF-APP-10940,Office Supplies,Appliances,Appliances Model 34,49.03,10,0.0,11.93
CA-2022-104864,2023-10-07,2023-10-08,Standard Class,CG-10468,Customer_593,Home Office,United States,Chicago,Texas,West,FUR-BOO-10256,Furniture,Bookcases,Bookcases Model 36,1291.42,8,0.4,-152.9
CA-2022-104865,2022-06-01,2022-06-06,Second Class,CG-10122,Customer_459,Corporate,United States,New York,New York,South,FUR-TAB-10489,Furniture,Tables,Tables Model 23,42.82,5,0.0,1.77
CA-2022-104866,2022-12-14,2022-12-15,Second Class,CG-10366,Customer_469,Consumer,United States,Chicago,Illinois,Central,OFF-PAP-10743,Office Supplies,Paper,Paper Model 1,448.66,2,0.4,148.4
CA-2022-104867,2021-01-14,2021-01-15,Second Class,CG-10718,Customer_610,Corporate,United States,Phoenix,New York,Central,TEC-COP-10453,Technology,Copiers,Copiers Model 26,359.43,1,0.1,50.22
CA-2022-104868,2022-08-31,2022-09-07,Standard Class,CG-10502,Customer_167,Consumer,United States,Houston,California,East,OFF-ENV-10314,Office Supplies,Envelopes,Envelopes Model 6,1905.02,1,0.3,629.13
CA-2022-104869,2023-12-01,2023-12-07,First Class,CG-10429,Customer_161,Consumer,United States,Houston,Illinois,West,TEC-PHO-10872,Technology,Phones,Phones Model 36,603.87,3,0.4,-114.57
CA-2022-104870,2021-10-12,2021-10-14,First Class,CG-10203,Customer_620,Home Office,United States,Chicago,Illinois,West,OFF-BIN-10643,Office Supplies,Binders,Binders Model 23,208.43,7,0.1,57.01
CA-2022-104871,2023-11-05,2023-11-06,Standard Class,CG-10720,Customer_176,Home Office,United States,Houston,Texas,Central,FUR-TAB-10981,Furniture,Tables,Tables Model 21,692.46,5,0.5,-10.91
CA-2022-104872,2022-10-03,2022-10-05,Same Day,CG-10352,Customer_712,Corporate,United States,New York,California,East,OFF-ENV-10919,Office Supplies,Envelopes,Envelopes Model 31,1580.18,9,0.1,27.49
CA-2022-104873,2022-05-30,2022-06-01,Second Class,CG-10190,Customer_772,Consumer,United States,Los Angeles,New York,West,TEC-MAC-10240,Technology,Machines,Machines Model 44,263.74,8,0.0,56.46
CA-2022-104874,2021-01-17,2021-01-23,Standard Class,CG-10691,Customer_755,Corporate,United States,New York,New York,Central,TEC-COP-10142,Technology,Copiers,Copiers Model 4,467.16,3,0.5,129.52
CA-2022-104875,2021-03-04,2021-03-11,Same Day,CG-10779,Customer_598,Home Office,United States,Phoenix,Illinois,South,OFF-STO-10703,Office Supplies,Storage,Storage Model 42,1674.99,5,0.0,548.28
CA-2022-104876,2022-01-21,2022-01-23,Same Day,CG-10481,Customer_211,Corporate,United States,Phoenix,Washington,West,OFF-ENV-10119,Office Supplies,Envelopes,Envelopes Model 29,492.03,7,0.1,97.79
CA-2022-104877,2023-08-24,2023-08-26,First Class,CG-10721,Customer_713,Consumer,United States,Chicago,Texas,East,TEC-MAC-10449,Technology,Machines,Machines Model 48,1718.22,9,0.0,494.9
CA-2022-104878,2022-03-11,2022-03-16,Second Class,CG-10595,Customer_85,Home Office,United States,New York,Texas,East,OFF-ART-10931,Office Supplies,Art,Art Model 31,1817.69,9,0.4,293.7
CA-2022-104879,2022-11-06,2022-11-12,Same Day,CG-10009,Customer_25,Corporate,United States,New York,New York,West,OFF-ENV-10752,Office Supplies,Envelopes,Envelopes Model 13,270.56,8,0.3,49.47
CA-2022-104880,2021-11-24,2021-11-29,Standard Class,CG-10502,Customer_483,Home Office,United States,New York,California,West,FUR-FUR-10694,Furniture,Furnishings,Furnishings Model 47,762.65,2,0.0,26.9
CA-2022-104881,2023-05-26,2023-06-01,First Class,CG-10461,Customer_78,Corporate,United States,Houston,Texas,South,FUR-TAB-10151,Furniture,Tables,Tables Model 38,523.76,1,0.1,30.95
CA-2022-104882,2021-05-28,2021-06-02,First Class,CG-10278,Customer_12,Corporate,United States,Chicago,Washington,Central,TEC-ACC-10528,Technology,Accessories,Accessories Model 32,69.78,1,0.0,8.74
CA-2022-104883,2021-06-25,2021-07-01,Same Day,CG-10297,Customer_616,Consumer,United States,Chicago,Texas,West,FUR-TAB-10249,Furniture,Tables,Tables Model 10,1794.83,2,0.5,519.89
CA-2022-104884,2022-02-20,2022-02-22,Second Class,CG-10709,Customer_339,Corporate,United States,Chicago,California,East,TEC-MAC-10719,Technology,Machines,Machines Model 30,1782.0,4,0.4,-199.86
CA-2022-104885,2023-04-13,2023-04-20,First Class,CG-10512,Customer_793,Corporate,United States,Los Angeles,Arizona,East,FUR-FUR-10962,Furniture,Furnishings,Furnishings Model 34,1821.41,4,0.0,597.98
CA-2022-104886,2023-01-27,2023-01-29,Same Day,CG-10288,Customer_191,Consumer,United States,Seattle,California,Central,OFF-ART-10599,Office Supplies,Art,Art Model 4,1207.03,7,0.1,179.36
CA-2022-104887,2022-06-05,2022-06-07,First Class,CG-10260,Customer_307,Home Office,United States,Los Angeles,New York,Central,TEC-ACC-10114,Technology,Accessories,Accessories Model 2,778.46,10,0.0,35.46
CA-2022-104888,2022-11-22,2022-11-28,Standard Class,CG-10652,Customer_465,Corporate,United States,Los Angeles,Texas,South,OFF-APP-10511,Office Supplies,Appliances,Appliances Model 21,1733.12,9,0.4,-335.31
CA-2022-104889,2023-04-08,2023-04-14,First Class,CG-10713,Customer_706,Home Office,United States,Chicago,New York,East,TEC-COP-10475,Technology,Copiers,Copiers Model 7,1079.25,1,0.5,-89.8
CA-2022-104890,2021-02-15,2021-02-19,First Class,CG-10487,Customer_138,Consumer,United States,Los Angeles,New York,Central,OFF-SUP-10907,Office Supplies,Supplies,Supplies Model 27,1991.94,6,0.0,-192.85
CA-2022-104891,2021-11-12,2021-11-13,Same Day,CG-10587,Customer_441,Corporate,United States,Chicago,Washington,East,TEC-MAC-10707,Technology,Machines,Machines Model 14,311.85,8,0.4,4.67
CA-2022-104892,2022-08-30,2022-09-05,Standard Class,CG-10406,Customer_724,Home Office,United States,Houston,Illinois,South,OFF-BIN-10689,Office Supplies,Binders,Binders Model 16,549.31,8,0.4,136.28
CA-2022-104893,2023-05-26,2023-05-27,Same Day,CG-10508,Customer_793,Corporate,United States,Chicago,Arizona,Central,OFF-SUP-10058,Office Supplies,Supplies,Supplies Model 17,371.76,1,0.2,139.51
CA-2022-104894,2021-03-04,2021-03-08,Second Class,CG-10767,Customer_619,Home Office,United States,New York,New York,Central,TEC-MAC-10676,Technology,Machines,Machines Model 24,1578.88,10,0.0,14.8
CA-2022-104895,2021-12-30,2022-01-04,Same Day,CG-10147,Customer_265,Home Office,United States,Houston,New York,Central,OFF-ENV-10443,Office Supplies,Envelopes,Envelopes Model 31,1721.39,8,0.0,306.64
CA-2022-104896,2022-02-12,2022-02-17,Same Day,CG-10573,Customer_396,Home Office,United States,Los Angeles,Arizona,South,OFF-BIN-10206,Office Supplies,Binders,Binders Model 44,481.04,6,0.0,-52.64
CA-2022-104897,2021-07-03,2021-07-05,Same Day,CG-10536,Customer_321,Consumer,United States,Seattle,New York,West,FUR-BOO-10016,Furniture,Bookcases,Bookcases Model 5,640.63,1,0.1,136.8
CA-2022-104898,2023-02-28,2023-03-04,Standard Class,CG-10692,Customer_242,Corporate,United States,Phoenix,Washington,South,FUR-CHA-10425,Furniture,Chairs,Chairs Model 8,1898.75,4,0.4,240.59
CA-2022-104899,2022-12-02,2022-12-07,First Class,CG-10009,Customer_4,Home Office,United States,New York,New York,East,FUR-BOO-10365,Furniture,Bookcases,Bookcases Model 10,1471.14,10,0.5,383.88
CA-2022-104900,2022-06-26,2022-06-27,Same Day,CG-10535,Customer_388,Home Office,United States,New York,Texas,South,FUR-TAB-10778,Furniture,Tables,Tables Model 25,1336.96,8,0.4,312.99
CA-2022-104901,2022-02-17,2022-02-19,Second Class,CG-10449,Customer_645,Corporate,United States,Chicago,Illinois,East,OFF-ENV-10197,Office Supplies,Envelopes,Envelopes Model 6,1038.62,8,0.1,-80.56
CA-2022-104902,2023-06-28,2023-07-02,Same Day,CG-10270,Customer_82,Corporate,United States,Seattle,New York,West,FUR-FUR-10492,Furniture,Furnishings,Furnishings Model 49,389.35,6,0.1,-22.78
