product_id,product_name,category,sub_category
OFF-ENV-10294,Envelopes Model 5,Office Supplies,Envelopes
TEC-COP-10112,Copiers Model 42,Technology,Copiers
FUR-TAB-10325,Tables Model 4,Furniture,Tables
TEC-PHO-10743,Phones Model 19,Technology,Phones
OFF-FAS-10439,Fasteners Model 39,Office Supplies,Fasteners
TEC-ACC-10614,Accessories Model 5,Technology,Accessories
FUR-TAB-10498,Tables Model 44,Furniture,Tables
FUR-TAB-10576,Tables Model 5,Furniture,Tables
FUR-FUR-10543,Furnishings Model 8,Furniture,Furnishings
OFF-STO-10636,Storage Model 48,Office Supplies,Storage
OFF-ENV-10710,Envelopes Model 17,Office Supplies,Envelopes
FUR-CHA-10048,Chairs Model 9,Furniture,Chairs
FUR-BOO-10951,Bookcases Model 21,Furniture,Bookcases
TEC-PHO-10633,Phones Model 25,Technology,Phones
OFF-PAP-10414,Paper Model 49,Office Supplies,Paper
OFF-APP-10280,Appliances Model 35,Office Supplies,Appliances
FUR-TAB-10019,Tables Model 43,Furniture,Tables
OFF-SUP-10138,Supplies Model 38,Office Supplies,Supplies
FUR-BOO-10401,Bookcases Model 3,Furniture,Bookcases
OFF-LAB-10554,Labels Model 44,Office Supplies,Labels
OFF-ENV-10540,Envelopes Model 35,Office Supplies,Envelopes
TEC-COP-10527,Copiers Model 41,Technology,Copiers
TEC-MAC-10565,Machines Model 47,Technology,Machines
TEC-ACC-10997,Accessories Model 5,Technology,Accessories
OFF-ART-10954,Art Model 46,Office Supplies,Art
OFF-LAB-10527,Labels Model 34,Office Supplies,Labels
FUR-TAB-10513,Tables Model 41,Furniture,Tables
FUR-CHA-10021,Chairs Model 10,Furniture,Chairs
TEC-PHO-10815,Phones Model 17,Technology,Phones
OFF-STO-10776,Storage Model 6,Office Supplies,Storage
OFF-ART-10449,Art Model 30,Office Supplies,Art
OFF-APP-10097,Appliances Model 9,Office Supplies,Appliances
FUR-TAB-10859,Tables Model 49,Furniture,Tables
TEC-ACC-10940,Accessories Model 13,Technology,Accessories
TEC-PHO-10242,Phones Model 1,Technology,Phones
FUR-FUR-10266,Furnishings Model 21,Furniture,Furnishings
FUR-CHA-10868,Chairs Model 19,Furniture,Chairs
FUR-CHA-10919,Chairs Model 4,Furniture,Chairs
TEC-MAC-10826,Machines Model 18,Technology,Machines
OFF-ART-10473,Art Model 16,Office Supplies,Art
FUR-BOO-10059,Bookcases Model 28,Furniture,Bookcases
FUR-BOO-10949,Bookcases Model 50,Furniture,Bookcases
FUR-TAB-10598,Tables Model 32,Furniture,Tables
FUR-CHA-10837,Chairs Model 38,Furniture,Chairs
TEC-ACC-10382,Accessories Model 21,Technology,Accessories
TEC-ACC-10140,Accessories Model 12,Technology,Accessories
FUR-CHA-10185,Chairs Model 48,Furniture,Chairs
FUR-TAB-10728,Tables Model 14,Furniture,Tables
OFF-ART-10222,Art Model 4,Office Supplies,Art
TEC-COP-10353,Copiers Model 44,Technology,Copiers
TEC-COP-10652,Copiers Model 9,Technology,Copiers
TEC-ACC-10970,Accessories Model 50,Technology,Accessories
OFF-ENV-10568,Envelopes Model 34,Office Supplies,Envelopes
TEC-PHO-10657,Phones Model 8,Technology,Phones
TEC-PHO-10123,Phones Model 12,Technology,Phones
FUR-CHA-10661,Chairs Model 42,Furniture,Chairs
OFF-FAS-10547,Fasteners Model 14,Office Supplies,Fasteners
OFF-LAB-10003,Labels Model 37,Office Supplies,Labels
FUR-FUR-10055,Furnishings Model 12,Furniture,Furnishings
FUR-TAB-10181,Tables Model 29,Furniture,Tables
TEC-ACC-10066,Accessories Model 47,Technology,Accessories
OFF-ENV-10532,Envelopes Model 40,Office Supplies,Envelopes
OFF-FAS-10555,Fasteners Model 45,Office Supplies,Fasteners
OFF-STO-10509,Storage Model 13,Office Supplies,Storage
OFF-ENV-10833,Envelopes Model 20,Office Supplies,Envelopes
TEC-MAC-10226,Machines Model 20,Technology,Machines
TEC-COP-10771,Copiers Model 22,Technology,Copiers
OFF-BIN-10403,Binders Model 49,Office Supplies,Binders
TEC-COP-10274,Copiers Model 2,Technology,Copiers
OFF-APP-10399,Appliances Model 6,Office Supplies,Appliances
OFF-ART-10665,Art Model 30,Office Supplies,Art
FUR-BOO-10922,Bookcases Model 12,Furniture,Bookcases
OFF-BIN-10755,Binders Model 38,Office Supplies,Binders
OFF-PAP-10407,Paper Model 40,Office Supplies,Paper
TEC-PHO-10035,Phones Model 23,Technology,Phones
TEC-ACC-10091,Accessories Model 8,Technology,Accessories
FUR-FUR-10314,Furnishings Model 40,Furniture,Furnishings
OFF-ENV-10114,Envelopes Model 41,Office Supplies,Envelopes
OFF-PAP-10081,Paper Model 30,Office Supplies,Paper
FUR-FUR-10345,Furnishings Model 20,Furniture,Furnishings
OFF-FAS-10215,Fasteners Model 4,Office Supplies,Fasteners
OFF-ART-10510,Art Model 47,Office Supplies,Art
FUR-CHA-10183,Chairs Model 39,Furniture,Chairs
FUR-TAB-10050,Tables Model 47,Furniture,Tables
OFF-APP-10559,Appliances Model 10,Office Supplies,Appliances
OFF-SUP-10765,Supplies Model 50,Office Supplies,Supplies
TEC-MAC-10065,Machines Model 48,Technology,Machines
OFF-ART-10273,Art Model 8,Office Supplies,Art
FUR-TAB-10826,Tables Model 32,Furniture,Tables
TEC-MAC-10617,Machines Model 5,Technology,Machines
OFF-PAP-10921,Paper Model 6,Office Supplies,Paper
FUR-TAB-10288,Tables Model 5,Furniture,Tables
FUR-CHA-10739,Chairs Model 2,Furniture,Chairs
TEC-ACC-10917,Accessories Model 8,Technology,Accessories
OFF-ART-10382,Art Model 3,Office Supplies,Art
TEC-MAC-10911,Machines Model 34,Technology,Machines
OFF-SUP-10329,Supplies Model 36,Office Supplies,Supplies
TEC-PHO-10555,Phones Model 9,Technology,Phones
FUR-BOO-10519,Bookcases Model 26,Furniture,Bookcases
OFF-ENV-10682,Envelopes Model 43,Office Supplies,Envelopes
TEC-MAC-10713,Machines Model 34,Technology,Machines
OFF-ENV-10557,Envelopes Model 46,Office Supplies,Envelopes
OFF-PAP-10899,Paper Model 39,Office Supplies,Paper
FUR-BOO-10018,Bookcases Model 1,Furniture,Bookcases
OFF-PAP-10824,Paper Model 16,Office Supplies,Paper
OFF-SUP-10380,Supplies Model 42,Office Supplies,Supplies
OFF-SUP-10651,Supplies Model 20,Office Supplies,Supplies
TEC-ACC-10496,Accessories Model 42,Technology,Accessories
TEC-COP-10832,Copiers Model 23,Technology,Copiers
TEC-ACC-10528,Accessories Model 31,Technology,Accessories
OFF-APP-10558,Appliances Model 7,Office Supplies,Appliances
TEC-PHO-10073,Phones Model 27,Technology,Phones
FUR-BOO-10913,Bookcases Model 23,Furniture,Bookcases
TEC-PHO-10445,Phones Model 34,Technology,Phones
OFF-BIN-10244,Binders Model 9,Office Supplies,Binders
OFF-APP-10123,Appliances Model 2,Office Supplies,Appliances
TEC-PHO-10485,Phones Model 15,Technology,Phones
OFF-APP-10153,Appliances Model 5,Office Supplies,Appliances
TEC-MAC-10773,Machines Model 49,Technology,Machines
TEC-COP-10765,Copiers Model 29,Technology,Copiers
OFF-ART-10108,Art Model 38,Office Supplies,Art
FUR-TAB-10100,Tables Model 19,Furniture,Tables
OFF-BIN-10245,Binders Model 5,Office Supplies,Binders
FUR-FUR-10272,Furnishings Model 40,Furniture,Furnishings
TEC-COP-10153,Copiers Model 46,Technology,Copiers
OFF-ART-10422,Art Model 25,Office Supplies,Art
OFF-BIN-10024,Binders Model 50,Office Supplies,Binders
OFF-ENV-10408,Envelopes Model 10,Office Supplies,Envelopes
OFF-BIN-10654,Binders Model 50,Office Supplies,Binders
FUR-FUR-10217,Furnishings Model 20,Furniture,Furnishings
OFF-FAS-10599,Fasteners Model 15,Office Supplies,Fasteners
OFF-PAP-10369,Paper Model 24,Office Supplies,Paper
TEC-ACC-10126,Accessories Model 34,Technology,Accessories
FUR-BOO-10187,Bookcases Model 26,Furniture,Bookcases
OFF-PAP-10637,Paper Model 37,Office Supplies,Paper
TEC-PHO-10171,Phones Model 29,Technology,Phones
OFF-BIN-10183,Binders Model 11,Office Supplies,Binders
OFF-STO-10832,Storage Model 42,Office Supplies,Storage
FUR-BOO-10795,Bookcases Model 25,Furniture,Bookcases
OFF-FAS-10692,Fasteners Model 32,Office Supplies,Fasteners
TEC-MAC-10061,Machines Model 17,Technology,Machines
OFF-LAB-10551,Labels Model 2,Office Supplies,Labels
OFF-ART-10926,Art Model 6,Office Supplies,Art
OFF-BIN-10034,Binders Model 45,Office Supplies,Binders
TEC-COP-10918,Copiers Model 6,Technology,Copiers
FUR-BOO-10111,Bookcases Model 22,Furniture,Bookcases
TEC-COP-10126,Copiers Model 29,Technology,Copiers
FUR-BOO-10211,Bookcases Model 30,Furniture,Bookcases
OFF-BIN-10341,Binders Model 35,Office Supplies,Binders
OFF-PAP-10834,Paper Model 27,Office Supplies,Paper
OFF-FAS-10713,Fasteners Model 39,Office Supplies,Fasteners
OFF-BIN-10772,Binders Model 7,Office Supplies,Binders
OFF-PAP-10615,Paper Model 33,Office Supplies,Paper
TEC-PHO-10405,Phones Model 3,Technology,Phones
OFF-PAP-10816,Paper Model 30,Office Supplies,Paper
OFF-LAB-10806,Labels Model 15,Office Supplies,Labels
FUR-BOO-10281,Bookcases Model 12,Furniture,Bookcases
FUR-CHA-10693,Chairs Model 20,Furniture,Chairs
OFF-STO-10237,Storage Model 1,Office Supplies,Storage
OFF-LAB-10204,Labels Model 26,Office Supplies,Labels
FUR-BOO-10438,Bookcases Model 30,Furniture,Bookcases
OFF-ENV-10416,Envelopes Model 33,Office Supplies,Envelopes
OFF-BIN-10903,Binders Model 4,Office Supplies,Binders
TEC-ACC-10286,Accessories Model 11,Technology,Accessories
TEC-MAC-10664,Machines Model 6,Technology,Machines
OFF-ENV-10204,Envelopes Model 18,Office Supplies,Envelopes
FUR-CHA-10446,Chairs Model 4,Furniture,Chairs
OFF-APP-10056,Appliances Model 17,Office Supplies,Appliances
OFF-APP-10073,Appliances Model 14,Office Supplies,Appliances
FUR-BOO-10436,Bookcases Model 7,Furniture,Bookcases
FUR-BOO-10181,Bookcases Model 30,Furniture,Bookcases
OFF-FAS-10533,Fasteners Model 5,Office Supplies,Fasteners
TEC-COP-10213,Copiers Model 31,Technology,Copiers
TEC-MAC-10318,Machines Model 24,Technology,Machines
TEC-ACC-10164,Accessories Model 35,Technology,Accessories
TEC-ACC-10565,Accessories Model 8,Technology,Accessories
OFF-APP-10604,Appliances Model 13,Office Supplies,Appliances
OFF-PAP-10749,Paper Model 5,Office Supplies,Paper
FUR-BOO-10869,Bookcases Model 28,Furniture,Bookcases
OFF-LAB-10299,Labels Model 35,Office Supplies,Labels
TEC-PHO-10404,Phones Model 24,Technology,Phones
FUR-CHA-10862,Chairs Model 15,Furniture,Chairs
OFF-PAP-10877,Paper Model 11,Office Supplies,Paper
OFF-FAS-10696,Fasteners Model 45,Office Supplies,Fasteners
OFF-ENV-10594,Envelopes Model 28,Office Supplies,Envelopes
FUR-FUR-10120,Furnishings Model 3,Furniture,Furnishings
TEC-PHO-10219,Phones Model 12,Technology,Phones
FUR-FUR-10772,Furnishings Model 9,Furniture,Furnishings
OFF-LAB-10395,Labels Model 2,Office Supplies,Labels
OFF-STO-10480,Storage Model 45,Office Supplies,Storage
TEC-COP-10662,Copiers Model 29,Technology,Copiers
OFF-STO-10751,Storage Model 36,Office Supplies,Storage
OFF-ART-10818,Art Model 32,Office Supplies,Art
TEC-COP-10903,Copiers Model 26,Technology,Copiers
OFF-SUP-10719,Supplies Model 11,Office Supplies,Supplies
TEC-MAC-10712,Machines Model 29,Technology,Machines
OFF-LAB-10868,Labels Model 25,Office Supplies,Labels
FUR-FUR-10040,Furnishings Model 49,Furniture,Furnishings
OFF-STO-10404,Storage Model 43,Office Supplies,Storage
OFF-ART-10163,Art Model 31,Office Supplies,Art
FUR-CHA-10946,Chairs Model 22,Furniture,Chairs
TEC-PHO-10185,Phones Model 17,Technology,Phones
TEC-ACC-10710,Accessories Model 9,Technology,Accessories
FUR-CHA-10301,Chairs Model 15,Furniture,Chairs
FUR-CHA-10565,Chairs Model 27,Furniture,Chairs
OFF-PAP-10862,Paper Model 42,Office Supplies,Paper
FUR-FUR-10038,Furnishings Model 11,Furniture,Furnishings
OFF-ART-10652,Art Model 8,Office Supplies,Art
TEC-ACC-10493,Accessories Model 15,Technology,Accessories
TEC-COP-10161,Copiers Model 46,Technology,Copiers
OFF-PAP-10872,Paper Model 20,Office Supplies,Paper
FUR-TAB-10968,Tables Model 11,Furniture,Tables
TEC-ACC-10648,Accessories Model 7,Technology,Accessories
OFF-STO-10690,Storage Model 26,Office Supplies,Storage
TEC-PHO-10762,Phones Model 29,Technology,Phones
OFF-SUP-10997,Supplies Model 39,Office Supplies,Supplies
TEC-COP-10294,Copiers Model 40,Technology,Copiers
FUR-CHA-10389,Chairs Model 45,Furniture,Chairs
OFF-STO-10063,Storage Model 25,Office Supplies,Storage
TEC-MAC-10743,Machines Model 18,Technology,Machines
OFF-FAS-10315,Fasteners Model 15,Office Supplies,Fasteners
TEC-COP-10426,Copiers Model 19,Technology,Copiers
OFF-ENV-10758,Envelopes Model 24,Office Supplies,Envelopes
TEC-MAC-10005,Machines Model 41,Technology,Machines
TEC-PHO-10942,Phones Model 11,Technology,Phones
FUR-CHA-10417,Chairs Model 47,Furniture,Chairs
FUR-CHA-10800,Chairs Model 24,Furniture,Chairs
OFF-STO-10228,Storage Model 22,Office Supplies,Storage
FUR-CHA-10075,Chairs Model 2,Furniture,Chairs
FUR-FUR-10249,Furnishings Model 14,Furniture,Furnishings
FUR-BOO-10817,Bookcases Model 18,Furniture,Bookcases
OFF-SUP-10746,Supplies Model 1,Office Supplies,Supplies
OFF-PAP-10930,Paper Model 9,Office Supplies,Paper
TEC-PHO-10548,Phones Model 32,Technology,Phones
OFF-BIN-10129,Binders Model 10,Office Supplies,Binders
TEC-MAC-10389,Machines Model 7,Technology,Machines
TEC-ACC-10343,Accessories Model 28,Technology,Accessories
FUR-BOO-10251,Bookcases Model 19,Furniture,Bookcases
FUR-CHA-10440,Chairs Model 11,Furniture,Chairs
TEC-MAC-10191,Machines Model 2,Technology,Machines
TEC-ACC-10983,Accessories Model 29,Technology,Accessories
FUR-TAB-10260,Tables Model 37,Furniture,Tables
OFF-SUP-10122,Supplies Model 21,Office Supplies,Supplies
OFF-STO-10571,Storage Model 49,Office Supplies,Storage
OFF-LAB-10592,Labels Model 13,Office Supplies,Labels
FUR-FUR-10586,Furnishings Model 22,Furniture,Furnishings
TEC-MAC-10420,Machines Model 47,Technology,Machines
TEC-PHO-10468,Phones Model 24,Technology,Phones
OFF-APP-10389,Appliances Model 35,Office Supplies,Appliances
FUR-BOO-10398,Bookcases Model 2,Furniture,Bookcases
OFF-ENV-10384,Envelopes Model 4,Office Supplies,Envelopes
OFF-ENV-10197,Envelopes Model 6,Office Supplies,Envelopes
TEC-ACC-10195,Accessories Model 47,Technology,Accessories
TEC-PHO-10964,Phones Model 28,Technology,Phones
TEC-MAC-10143,Machines Model 19,Technology,Machines
TEC-PHO-10489,Phones Model 43,Technology,Phones
FUR-BOO-10682,Bookcases Model 24,Furniture,Bookcases
TEC-MAC-10388,Machines Model 43,Technology,Machines
TEC-COP-10845,Copiers Model 46,Technology,Copiers
OFF-FAS-10644,Fasteners Model 50,Office Supplies,Fasteners
TEC-PHO-10264,Phones Model 34,Technology,Phones
TEC-MAC-10371,Machines Model 50,Technology,Machines
FUR-FUR-10632,Furnishings Model 4,Furniture,Furnishings
FUR-CHA-10382,Chairs Model 43,Furniture,Chairs
TEC-MAC-10808,Machines Model 32,Technology,Machines
OFF-ART-10442,Art Model 31,Office Supplies,Art
FUR-FUR-10900,Furnishings Model 39,Furniture,Furnishings
OFF-STO-10047,Storage Model 15,Office Supplies,Storage
TEC-COP-10727,Copiers Model 11,Technology,Copiers
FUR-BOO-10057,Bookcases Model 6,Furniture,Bookcases
OFF-SUP-10343,Supplies Model 41,Office Supplies,Supplies
TEC-PHO-10960,Phones Model 31,Technology,Phones
FUR-CHA-10799,Chairs Model 30,Furniture,Chairs
TEC-COP-10103,Copiers Model 7,Technology,Copiers
FUR-FUR-10206,Furnishings Model 36,Furniture,Furnishings
OFF-ART-10408,Art Model 33,Office Supplies,Art
TEC-MAC-10572,Machines Model 50,Technology,Machines
OFF-STO-10143,Storage Model 13,Office Supplies,Storage
FUR-TAB-10832,Tables Model 41,Furniture,Tables
FUR-TAB-10204,Tables Model 12,Furniture,Tables
TEC-COP-10219,Copiers Model 2,Technology,Copiers
FUR-FUR-10735,Furnishings Model 26,Furniture,Furnishings
TEC-ACC-10737,Accessories Model 40,Technology,Accessories
FUR-CHA-10218,Chairs Model 38,Furniture,Chairs
TEC-PHO-10993,Phones Model 17,Technology,Phones
FUR-BOO-10936,Bookcases Model 4,Furniture,Bookcases
OFF-FAS-10853,Fasteners Model 36,Office Supplies,Fasteners
FUR-CHA-10094,Chairs Model 25,Furniture,Chairs
OFF-ART-10453,Art Model 19,Office Supplies,Art
FUR-BOO-10058,Bookcases Model 13,Furniture,Bookcases
TEC-ACC-10131,Accessories Model 9,Technology,Accessories
OFF-PAP-10120,Paper Model 18,Office Supplies,Paper
FUR-BOO-10387,Bookcases Model 43,Furniture,Bookcases
OFF-STO-10432,Storage Model 24,Office Supplies,Storage
FUR-BOO-10590,Bookcases Model 49,Furniture,Bookcases
FUR-CHA-10673,Chairs Model 14,Furniture,Chairs
OFF-APP-10599,Appliances Model 21,Office Supplies,Appliances
FUR-TAB-10481,Tables Model 38,Furniture,Tables
OFF-BIN-10949,Binders Model 30,Office Supplies,Binders
FUR-CHA-10388,Chairs Model 45,Furniture,Chairs
OFF-ART-10078,Art Model 19,Office Supplies,Art
OFF-STO-10435,Storage Model 4,Office Supplies,Storage
FUR-FUR-10891,Furnishings Model 29,Furniture,Furnishings
OFF-STO-10518,Storage Model 28,Office Supplies,Storage
TEC-MAC-10766,Machines Model 12,Technology,Machines
TEC-COP-10201,Copiers Model 46,Technology,Copiers
OFF-BIN-10760,Binders Model 40,Office Supplies,Binders
OFF-LAB-10245,Labels Model 22,Office Supplies,Labels
TEC-ACC-10635,Accessories Model 8,Technology,Accessories
OFF-APP-10113,Appliances Model 47,Office Supplies,Appliances
FUR-FUR-10816,Furnishings Model 17,Furniture,Furnishings
OFF-LAB-10704,Labels Model 17,Office Supplies,Labels
TEC-ACC-10118,Accessories Model 11,Technology,Accessories
FUR-FUR-10127,Furnishings Model 33,Furniture,Furnishings
FUR-FUR-10804,Furnishings Model 33,Furniture,Furnishings
TEC-COP-10609,Copiers Model 5,Technology,Copiers
FUR-BOO-10989,Bookcases Model 23,Furniture,Bookcases
OFF-FAS-10276,Fasteners Model 36,Office Supplies,Fasteners
FUR-TAB-10339,Tables Model 35,Furniture,Tables
OFF-ART-10251,Art Model 19,Office Supplies,Art
FUR-CHA-10603,Chairs Model 38,Furniture,Chairs
OFF-PAP-10655,Paper Model 12,Office Supplies,Paper
TEC-MAC-10810,Machines Model 9,Technology,Machines
OFF-SUP-10113,Supplies Model 5,Office Supplies,Supplies
OFF-ENV-10803,Envelopes Model 5,Office Supplies,Envelopes
TEC-ACC-10054,Accessories Model 22,Technology,Accessories
TEC-MAC-10884,Machines Model 19,Technology,Machines
OFF-STO-10141,Storage Model 27,Office Supplies,Storage
TEC-ACC-10806,Accessories Model 33,Technology,Accessories
TEC-MAC-10899,Machines Model 6,Technology,Machines
TEC-MAC-10838,Machines Model 42,Technology,Machines
TEC-MAC-10828,Machines Model 49,Technology,Machines
FUR-TAB-10115,Tables Model 8,Furniture,Tables
OFF-STO-10080,Storage Model 49,Office Supplies,Storage
OFF-BIN-10605,Binders Model 44,Office Supplies,Binders
TEC-PHO-10878,Phones Model 38,Technology,Phones
FUR-TAB-10891,Tables Model 31,Furniture,Tables
FUR-TAB-10875,Tables Model 50,Furniture,Tables
TEC-PHO-10708,Phones Model 29,Technology,Phones
OFF-FAS-10219,Fasteners Model 49,Office Supplies,Fasteners
OFF-ART-10688,Art Model 25,Office Supplies,Art
FUR-FUR-10751,Furnishings Model 3,Furniture,Furnishings
OFF-APP-10319,Appliances Model 27,Office Supplies,Appliances
FUR-BOO-10786,Bookcases Model 49,Furniture,Bookcases
OFF-STO-10766,Storage Model 3,Office Supplies,Storage
OFF-FAS-10642,Fasteners Model 32,Office Supplies,Fasteners
FUR-BOO-10143,Bookcases Model 2,Furniture,Bookcases
FUR-FUR-10717,Furnishings Model 38,Furniture,Furnishings
TEC-COP-10657,Copiers Model 26,Technology,Copiers
TEC-PHO-10003,Phones Model 18,Technology,Phones
OFF-FAS-10093,Fasteners Model 34,Office Supplies,Fasteners
FUR-TAB-10616,Tables Model 45,Furniture,Tables
OFF-PAP-10378,Paper Model 9,Office Supplies,Paper
TEC-MAC-10093,Machines Model 16,Technology,Machines
OFF-BIN-10356,Binders Model 28,Office Supplies,Binders
TEC-PHO-10678,Phones Model 47,Technology,Phones
OFF-LAB-10092,Labels Model 20,Office Supplies,Labels
OFF-FAS-10279,Fasteners Model 4,Office Supplies,Fasteners
FUR-BOO-10266,Bookcases Model 23,Furniture,Bookcases
FUR-TAB-10023,Tables Model 39,Furniture,Tables
TEC-MAC-10291,Machines Model 21,Technology,Machines
TEC-COP-10220,Copiers Model 13,Technology,Copiers
OFF-LAB-10785,Labels Model 31,Office Supplies,Labels
TEC-PHO-10480,Phones Model 31,Technology,Phones
TEC-MAC-10481,Machines Model 11,Technology,Machines
OFF-BIN-10841,Binders Model 33,Office Supplies,Binders
TEC-ACC-10652,Accessories Model 35,Technology,Accessories
FUR-BOO-10962,Bookcases Model 44,Furniture,Bookcases
TEC-PHO-10256,Phones Model 45,Technology,Phones
OFF-SUP-10911,Supplies Model 33,Office Supplies,Supplies
OFF-PAP-10604,Paper Model 45,Office Supplies,Paper
TEC-MAC-10505,Machines Model 35,Technology,Machines
TEC-ACC-10832,Accessories Model 2,Technology,Accessories
OFF-SUP-10083,Supplies Model 40,Office Supplies,Supplies
OFF-ART-10148,Art Model 42,Office Supplies,Art
TEC-MAC-10268,Machines Model 31,Technology,Machines
OFF-ART-10197,Art Model 44,Office Supplies,Art
OFF-ENV-10087,Envelopes Model 21,Office Supplies,Envelopes
FUR-FUR-10334,Furnishings Model 24,Furniture,Furnishings
OFF-STO-10026,Storage Model 9,Office Supplies,Storage
FUR-TAB-10191,Tables Model 32,Furniture,Tables
FUR-BOO-10229,Bookcases Model 44,Furniture,Bookcases
FUR-CHA-10651,Chairs Model 21,Furniture,Chairs
FUR-BOO-10110,Bookcases Model 23,Furniture,Bookcases
OFF-BIN-10834,Binders Model 2,Office Supplies,Binders
OFF-APP-10785,Appliances Model 24,Office Supplies,Appliances
FUR-TAB-10633,Tables Model 46,Furniture,Tables
OFF-ART-10569,Art Model 28,Office Supplies,Art
TEC-COP-10046,Copiers Model 18,Technology,Copiers
FUR-TAB-10169,Tables Model 22,Furniture,Tables
TEC-MAC-10562,Machines Model 5,Technology,Machines
TEC-ACC-10629,Accessories Model 34,Technology,Accessories
FUR-TAB-10794,Tables Model 39,Furniture,Tables
OFF-LAB-10963,Labels Model 39,Office Supplies,Labels
TEC-MAC-10843,Machines Model 42,Technology,Machines
OFF-LAB-10013,Labels Model 47,Office Supplies,Labels
OFF-ART-10399,Art Model 15,Office Supplies,Art
OFF-ENV-10739,Envelopes Model 44,Office Supplies,Envelopes
TEC-COP-10769,Copiers Model 21,Technology,Copiers
OFF-FAS-10584,Fasteners Model 27,Office Supplies,Fasteners
OFF-FAS-10615,Fasteners Model 12,Office Supplies,Fasteners
TEC-MAC-10754,Machines Model 14,Technology,Machines
FUR-TAB-10289,Tables Model 48,Furniture,Tables
OFF-LAB-10642,Labels Model 44,Office Supplies,Labels
OFF-STO-10872,Storage Model 25,Office Supplies,Storage
FUR-TAB-10229,Tables Model 27,Furniture,Tables
OFF-ENV-10949,Envelopes Model 43,Office Supplies,Envelopes
FUR-FUR-10426,Furnishings Model 17,Furniture,Furnishings
FUR-TAB-10608,Tables Model 6,Furniture,Tables
OFF-FAS-10525,Fasteners Model 5,Office Supplies,Fasteners
TEC-ACC-10782,Accessories Model 27,Technology,Accessories
OFF-LAB-10706,Labels Model 12,Office Supplies,Labels
OFF-SUP-10218,Supplies Model 36,Office Supplies,Supplies
TEC-PHO-10206,Phones Model 1,Technology,Phones
OFF-BIN-10322,Binders Model 42,Office Supplies,Binders
TEC-ACC-10350,Accessories Model 48,Technology,Accessories
OFF-BIN-10655,Binders Model 34,Office Supplies,Binders
FUR-BOO-10200,Bookcases Model 29,Furniture,Bookcases
TEC-COP-10403,Copiers Model 37,Technology,Copiers
TEC-MAC-10157,Machines Model 40,Technology,Machines
TEC-ACC-10034,Accessories Model 10,Technology,Accessories
FUR-FUR-10942,Furnishings Model 5,Furniture,Furnishings
OFF-STO-10864,Storage Model 16,Office Supplies,Storage
TEC-ACC-10040,Accessories Model 35,Technology,Accessories
FUR-FUR-10747,Furnishings Model 34,Furniture,Furnishings
FUR-CHA-10387,Chairs Model 31,Furniture,Chairs
OFF-FAS-10297,Fasteners Model 28,Office Supplies,Fasteners
OFF-BIN-10259,Binders Model 11,Office Supplies,Binders
TEC-ACC-10794,Accessories Model 19,Technology,Accessories
OFF-ENV-10185,Envelopes Model 31,Office Supplies,Envelopes
FUR-TAB-10222,Tables Model 27,Furniture,Tables
OFF-ENV-10826,Envelopes Model 39,Office Supplies,Envelopes
TEC-PHO-10929,Phones Model 49,Technology,Phones
FUR-CHA-10705,Chairs Model 46,Furniture,Chairs
FUR-BOO-10523,Bookcases Model 10,Furniture,Bookcases
FUR-FUR-10456,Furnishings Model 46,Furniture,Furnishings
FUR-TAB-10105,Tables Model 28,Furniture,Tables
FUR-BOO-10854,Bookcases Model 8,Furniture,Bookcases
OFF-BIN-10901,Binders Model 50,Office Supplies,Binders
FUR-CHA-10857,Chairs Model 9,Furniture,Chairs
OFF-LAB-10793,Labels Model 36,Office Supplies,Labels
OFF-ART-10443,Art Model 29,Office Supplies,Art
OFF-BIN-10835,Binders Model 6,Office Supplies,Binders
FUR-TAB-10293,Tables Model 36,Furniture,Tables
TEC-PHO-10836,Phones Model 17,Technology,Phones
TEC-MAC-10028,Machines Model 3,Technology,Machines
FUR-CHA-10157,Chairs Model 17,Furniture,Chairs
OFF-BIN-10902,Binders Model 42,Office Supplies,Binders
TEC-COP-10795,Copiers Model 23,Technology,Copiers
FUR-TAB-10874,Tables Model 45,Furniture,Tables
TEC-COP-10541,Copiers Model 41,Technology,Copiers
OFF-ART-10878,Art Model 26,Office Supplies,Art
FUR-CHA-10917,Chairs Model 28,Furniture,Chairs
OFF-APP-10004,Appliances Model 6,Office Supplies,Appliances
FUR-FUR-10137,Furnishings Model 4,Furniture,Furnishings
FUR-TAB-10514,Tables Model 8,Furniture,Tables
TEC-MAC-10218,Machines Model 37,Technology,Machines
FUR-FUR-10187,Furnishings Model 19,Furniture,Furnishings
FUR-TAB-10284,Tables Model 44,Furniture,Tables
FUR-CHA-10937,Chairs Model 1,Furniture,Chairs
OFF-ENV-10958,Envelopes Model 5,Office Supplies,Envelopes
OFF-BIN-10762,Binders Model 4,Office Supplies,Binders
TEC-ACC-10803,Accessories Model 7,Technology,Accessories
OFF-APP-10040,Appliances Model 4,Office Supplies,Appliances
TEC-MAC-10431,Machines Model 20,Technology,Machines
FUR-TAB-10870,Tables Model 36,Furniture,Tables
TEC-COP-10649,Copiers Model 50,Technology,Copiers
TEC-ACC-10102,Accessories Model 48,Technology,Accessories
FUR-CHA-10499,Chairs Model 12,Furniture,Chairs
TEC-ACC-10611,Accessories Model 26,Technology,Accessories
FUR-CHA-10173,Chairs Model 48,Furniture,Chairs
