order_date,region,category,total_sales,total_profit,total_orders,avg_discount
2022-05-22,West,Furniture,322.71,125.63,1,0.0
2022-05-22,West,Office Supplies,233.61,78.37,1,0.4
2022-05-22,West,Technology,1733.3,667.15,2,0.15
2022-05-23,Central,Furniture,948.9,-16.62,2,0.1
2022-05-23,Central,Office Supplies,134.27,-4.42,1,0.0
2022-05-23,East,Furniture,586.31,-113.8,1,0.3
2022-05-23,East,Office Supplies,137.41,21.03,1,0.1
2022-05-23,South,Furniture,65.04,-2.56,1,0.1
2022-05-23,South,Office Supplies,312.68,-59.14,1,0.0
2022-05-23,South,Technology,3519.66,554.17,2,0.25
2022-05-23,West,Office Supplies,4352.89,750.69,4,0.15
2022-05-24,Central,Furniture,2002.19,715.02,2,0.0
2022-05-24,Central,Office Supplies,1571.82,-127.43,1,0.0
2022-05-24,East,Technology,1377.83,155.53,1,0.4
2022-05-24,South,Furniture,1486.22,-149.7,2,0.25
2022-05-24,South,Technology,1844.37,192.51,1,0.4
2022-05-24,West,Furniture,741.53,-62.57,2,0.45
2022-05-24,West,Technology,1037.44,-147.77,1,0.0
2022-05-25,Central,Furniture,1905.84,110.38,1,0.3
2022-05-25,East,Furniture,909.32,178.35,1,0.4
2022-05-25,East,Office Supplies,1181.29,382.95,1,0.0
2022-05-25,South,Furniture,446.96,64.87,1,0.0
2022-05-25,South,Technology,1408.23,202.45,1,0.0
2022-05-25,West,Office Supplies,2403.33,429.75,2,0.05
2022-05-25,West,Technology,463.33,163.78,1,0.0
2022-05-26,East,Technology,1130.96,120.53,1,0.3
2022-05-26,South,Technology,966.04,-39.59,1,0.0
2022-05-26,West,Technology,978.82,252.59,1,0.0
2022-05-27,Central,Furniture,1260.72,-60.9,2,0.3
2022-05-27,East,Furniture,1008.75,266.1,1,0.2
2022-05-27,South,Office Supplies,679.45,72.34,1,0.0
2022-05-27,West,Furniture,1403.57,-97.82,1,0.0
2022-05-27,West,Office Supplies,1030.55,-181.87,1,0.2
2022-05-27,West,Technology,1767.76,410.61,1,0.2
2022-05-28,Central,Furniture,1809.9,283.22,3,0.1667
2022-05-28,Central,Office Supplies,46.19,13.41,1,0.4
2022-05-28,Central,Technology,1055.26,-116.69,1,0.5
2022-05-28,East,Furniture,2162.83,-298.97,2,0.3
2022-05-28,East,Technology,3590.39,418.94,3,0.1667
2022-05-28,South,Furniture,84.46,21.79,1,0.5
2022-05-28,West,Furniture,1572.97,248.39,1,0.0
2022-05-28,West,Technology,1599.81,50.75,2,0.3
2022-05-29,Central,Furniture,3119.45,602.31,2,0.35
2022-05-29,Central,Office Supplies,1583.7,246.18,1,0.0
2022-05-29,Central,Technology,1865.17,244.25,2,0.15
2022-05-29,East,Office Supplies,1050.45,73.59,1,0.0
2022-05-29,South,Furniture,1804.73,384.36,1,0.1
2022-05-29,South,Technology,1228.74,467.51,1,0.0
2022-05-29,West,Office Supplies,466.63,19.18,1,0.4
2022-05-30,Central,Office Supplies,1507.17,381.25,1,0.0
2022-05-30,Central,Technology,623.54,-55.41,1,0.1
2022-05-30,East,Furniture,147.96,36.46,1,0.0
2022-05-30,East,Technology,446.17,19.29,1,0.0
2022-05-30,South,Office Supplies,1052.72,-126.99,1,0.2
2022-05-30,West,Office Supplies,425.86,30.19,2,0.15
2022-05-30,West,Technology,263.74,56.46,1,0.0
2022-05-31,East,Office Supplies,169.18,-19.94,1,0.3
2022-05-31,South,Office Supplies,2088.81,389.18,2,0.35
2022-05-31,South,Technology,987.56,-114.16,1,0.0
2022-06-01,Central,Technology,1809.87,-83.29,2,0.0
2022-06-01,East,Furniture,1687.3,490.37,2,0.0
2022-06-01,East,Office Supplies,1791.82,44.27,1,0.5
2022-06-01,South,Furniture,1432.75,-253.13,2,0.2
2022-06-01,South,Office Supplies,175.83,24.84,1,0.0
2022-06-01,West,Furniture,1926.74,101.79,1,0.1
2022-06-02,Central,Office Supplies,1700.26,381.89,2,0.25
2022-06-02,Central,Technology,98.27,3.9,1,0.3
2022-06-02,East,Furniture,1597.72,204.0,1,0.5
2022-06-02,East,Office Supplies,1416.88,323.1,2,0.25
2022-06-02,South,Furniture,4224.61,1259.53,3,0.2333
2022-06-02,South,Technology,985.55,13.11,2,0.05
2022-06-02,West,Office Supplies,1406.72,-27.19,1,0.0
2022-06-03,Central,Office Supplies,2759.9,62.62,2,0.2
2022-06-03,Central,Technology,1613.9,-309.66,1,0.0
2022-06-03,East,Furniture,879.27,295.14,2,0.0
2022-06-03,East,Office Supplies,2248.44,-276.23,2,0.15
2022-06-03,East,Technology,2861.39,553.78,2,0.05
2022-06-03,South,Furniture,230.78,-27.41,1,0.0
2022-06-03,South,Technology,510.3,19.73,1,0.4
2022-06-04,Central,Furniture,790.93,129.63,1,0.5
2022-06-04,West,Technology,472.78,106.98,1,0.4
2022-06-05,Central,Technology,944.12,57.68,2,0.2
2022-06-05,East,Furniture,1786.63,75.02,1,0.5
2022-06-05,East,Office Supplies,3691.52,1336.23,2,0.15
2022-06-05,East,Technology,586.79,61.13,1,0.0
2022-06-05,South,Furniture,564.11,206.31,1,0.0
2022-06-05,South,Technology,1330.58,-222.33,1,0.0
2022-06-05,West,Furniture,880.58,258.82,1,0.4
2022-06-05,West,Technology,694.55,33.47,1,0.2
2022-06-06,Central,Furniture,880.68,323.49,1,0.0
2022-06-06,Central,Office Supplies,1154.07,-53.92,1,0.3
2022-06-06,East,Furniture,1572.54,-22.65,1,0.3
2022-06-06,East,Office Supplies,1168.4,-80.27,1,0.0
2022-06-06,South,Furniture,580.8,32.21,1,0.0
2022-06-06,South,Technology,2879.9,833.62,2,0.05
2022-06-06,West,Technology,723.98,22.46,1,0.5
2022-06-07,Central,Furniture,1668.35,-211.61,1,0.4
2022-06-07,East,Furniture,1308.0,101.45,1,0.2
2022-06-07,East,Technology,142.31,56.01,1,0.1
2022-06-07,South,Furniture,1448.64,84.72,1,0.1
2022-06-07,South,Technology,1648.31,374.53,3,0.1
2022-06-07,West,Technology,172.31,-18.82,2,0.0
2022-06-08,Central,Furniture,2570.56,592.04,4,0.35
2022-06-08,Central,Technology,129.62,-21.8,1,0.2
2022-06-08,East,Office Supplies,52.81,9.2,1,0.4
2022-06-08,East,Technology,445.38,106.16,1,0.0
2022-06-08,South,Technology,1996.53,-291.48,1,0.1
2022-06-08,West,Office Supplies,3410.84,294.61,2,0.2
2022-06-08,West,Technology,903.18,264.44,1,0.2
2022-06-09,Central,Furniture,903.23,15.15,2,0.35
2022-06-09,Central,Office Supplies,198.45,65.0,1,0.5
2022-06-09,Central,Technology,1245.72,238.56,1,0.0
2022-06-09,East,Furniture,124.57,16.02,1,0.0
2022-06-09,East,Technology,1692.73,-40.47,1,0.4
2022-06-09,South,Office Supplies,563.61,223.33,1,0.4
2022-06-09,South,Technology,1196.54,401.5,1,0.2
2022-06-09,West,Furniture,992.85,223.33,1,0.4
2022-06-09,West,Office Supplies,593.78,109.33,1,0.0
2022-06-09,West,Technology,1060.28,-179.48,1,0.0
2022-06-10,Central,Office Supplies,1952.5,233.79,2,0.05
2022-06-10,Central,Technology,1527.19,48.66,2,0.15
2022-06-10,East,Office Supplies,2588.49,552.86,2,0.4
2022-06-10,South,Furniture,2192.96,234.7,2,0.25
2022-06-10,South,Office Supplies,1060.17,395.14,1,0.0
2022-06-10,West,Furniture,1832.36,48.4,1,0.0
2022-06-10,West,Office Supplies,1703.96,-175.82,1,0.0
2022-06-11,Central,Office Supplies,13.77,-0.06,1,0.4
2022-06-11,Central,Technology,2290.38,399.86,2,0.1
2022-06-11,East,Technology,915.5,263.91,1,0.2
2022-06-11,South,Furniture,306.38,80.2,1,0.0
2022-06-11,South,Office Supplies,667.95,-35.7,1,0.4
2022-06-11,South,Technology,1053.78,-165.99,1,0.0
2022-06-12,South,Office Supplies,1781.9,-115.2,1,0.2
2022-06-12,West,Furniture,559.82,-76.64,1,0.3
2022-06-13,Central,Technology,225.64,15.76,1,0.3
2022-06-13,East,Office Supplies,2095.35,481.98,3,0.2
2022-06-13,South,Furniture,1277.61,235.14,1,0.0
2022-06-13,South,Technology,1929.5,317.44,1,0.0
2022-06-13,West,Furniture,113.08,7.04,1,0.3
2022-06-13,West,Office Supplies,2380.79,474.78,2,0.3
2022-06-14,East,Office Supplies,1162.57,-19.65,1,0.1
2022-06-14,East,Technology,2125.95,748.79,2,0.05
2022-06-14,South,Technology,1745.29,10.56,2,0.35
2022-06-14,West,Technology,1973.27,-74.5,1,0.0
2022-06-15,East,Office Supplies,1512.21,-168.72,2,0.2
2022-06-15,East,Technology,1586.38,-294.08,1,0.1
2022-06-15,West,Furniture,2610.43,-142.48,2,0.2
2022-06-15,West,Technology,2345.91,-72.39,2,0.1
2022-06-16,Central,Furniture,1218.27,-86.31,2,0.35
2022-06-16,Central,Technology,2453.56,486.38,2,0.15
2022-06-16,East,Furniture,871.14,84.73,1,0.3
2022-06-16,West,Furniture,2948.99,397.0,2,0.2
2022-06-16,West,Technology,1068.0,336.54,1,0.1
2022-06-17,Central,Furniture,1692.97,520.41,1,0.3
2022-06-17,Central,Technology,3488.06,-136.52,3,0.3333
2022-06-17,East,Furniture,1519.59,197.07,2,0.1
2022-06-17,East,Office Supplies,704.7,167.97,1,0.4
2022-06-17,East,Technology,599.39,-8.49,1,0.0
2022-06-17,South,Furniture,1496.4,367.38,2,0.3
2022-06-17,South,Office Supplies,2163.39,491.2,2,0.1
2022-06-18,Central,Furniture,2198.84,224.06,2,0.25
2022-06-18,Central,Office Supplies,400.36,96.84,1,0.0
2022-06-18,Central,Technology,2043.29,553.03,2,0.05
2022-06-18,East,Furniture,2760.03,171.01,2,0.2
2022-06-18,South,Furniture,1887.76,350.74,1,0.3
2022-06-18,South,Office Supplies,2416.26,49.62,2,0.25
2022-06-18,South,Technology,2161.9,-369.17,2,0.05
2022-06-18,West,Technology,1982.19,-11.52,1,0.0
2022-06-19,Central,Furniture,1160.67,262.25,1,0.0
2022-06-19,East,Office Supplies,281.35,-42.58,1,0.3
2022-06-19,South,Furniture,3227.55,343.21,4,0.05
2022-06-19,West,Office Supplies,776.26,49.3,1,0.3
2022-06-20,Central,Technology,990.95,75.54,1,0.2
2022-06-20,East,Furniture,1011.04,337.67,1,0.5
2022-06-20,East,Technology,1914.46,629.39,1,0.2
2022-06-20,South,Furniture,3252.55,-125.51,3,0.1333
2022-06-20,West,Furniture,904.81,351.19,1,0.0
2022-06-20,West,Technology,860.72,251.05,1,0.1
2022-06-21,Central,Furniture,555.29,-97.98,1,0.0
2022-06-21,Central,Office Supplies,1789.5,273.07,1,0.0
2022-06-21,East,Furniture,1158.88,2.28,2,0.05
2022-06-21,East,Office Supplies,827.33,33.04,1,0.0
2022-06-21,South,Furniture,2970.24,866.03,2,0.35
2022-06-21,South,Office Supplies,1191.2,357.27,1,0.4
2022-06-21,West,Furniture,3039.44,641.81,3,0.2
2022-06-21,West,Office Supplies,2930.65,297.58,2,0.4
2022-06-22,Central,Furniture,1671.77,587.81,1,0.5
2022-06-22,Central,Office Supplies,1763.49,-138.77,1,0.5
2022-06-22,East,Furniture,449.04,24.62,1,0.4
2022-06-22,South,Furniture,1078.99,298.82,2,0.25
2022-06-22,South,Technology,1916.61,-309.13,1,0.4
2022-06-22,West,Furniture,901.86,286.86,1,0.2
2022-06-22,West,Office Supplies,2287.82,319.17,2,0.2
2022-06-23,Central,Furniture,1329.79,-159.45,1,0.5
2022-06-23,East,Office Supplies,1437.4,273.96,3,0.3667
2022-06-23,East,Technology,3330.55,-367.16,2,0.15
2022-06-23,South,Office Supplies,1739.24,-149.6,1,0.0
2022-06-23,South,Technology,555.48,24.69,1,0.1
2022-06-23,West,Furniture,1173.33,20.18,1,0.4
2022-06-24,Central,Office Supplies,1027.03,-189.21,1,0.3
2022-06-24,East,Furniture,1434.62,54.59,1,0.3
2022-06-24,East,Technology,998.85,-135.13,1,0.1
2022-06-24,South,Technology,1282.91,323.06,2,0.3
2022-06-24,West,Furniture,2787.75,477.99,2,0.15
2022-06-24,West,Office Supplies,1690.66,-227.82,1,0.4
2022-06-24,West,Technology,1837.86,284.49,1,0.4
2022-06-25,Central,Furniture,2916.16,818.82,2,0.35
2022-06-25,Central,Office Supplies,1338.81,324.87,2,0.1
2022-06-25,East,Technology,3335.27,626.61,3,0.1667
2022-06-25,South,Furniture,1083.46,-99.88,2,0.2
2022-06-25,South,Office Supplies,1056.39,-118.67,1,0.0
2022-06-25,South,Technology,1439.39,-174.76,1,0.0
2022-06-25,West,Furniture,2435.54,700.84,2,0.05
2022-06-25,West,Office Supplies,1936.55,155.19,1,0.0
2022-06-26,Central,Office Supplies,1579.99,473.15,1,0.5
2022-06-26,East,Furniture,1367.88,95.41,1,0.3
2022-06-26,East,Office Supplies,562.99,111.85,1,0.4
2022-06-26,East,Technology,1304.52,319.97,1,0.2
2022-06-26,South,Furniture,1508.52,335.5,2,0.2
2022-06-26,South,Technology,794.15,-26.9,2,0.15
2022-06-26,West,Office Supplies,1178.73,66.34,1,0.2
2022-06-26,West,Technology,1890.65,613.04,2,0.2
2022-06-27,Central,Office Supplies,1698.53,113.52,1,0.2
2022-06-27,East,Furniture,2250.08,148.58,2,0.4
2022-06-27,East,Office Supplies,945.71,-121.29,1,0.0
2022-06-27,East,Technology,289.99,53.26,1,0.1
2022-06-27,South,Furniture,2007.02,338.09,2,0.25
2022-06-27,South,Office Supplies,1161.55,-62.88,2,0.0
2022-06-27,South,Technology,279.05,40.5,1,0.4
2022-06-27,West,Furniture,1039.44,411.1,1,0.4
2022-06-28,Central,Furniture,4538.34,858.54,4,0.325
2022-06-28,Central,Office Supplies,441.84,13.88,2,0.1
2022-06-28,Central,Technology,1127.31,329.08,1,0.0
2022-06-28,East,Office Supplies,776.42,-108.34,1,0.4
2022-06-28,East,Technology,603.36,-29.76,1,0.3
2022-06-28,South,Furniture,883.95,276.99,1,0.0
2022-06-28,South,Office Supplies,265.1,-22.04,2,0.2
2022-06-28,West,Office Supplies,2241.62,-328.58,2,0.45
2022-06-28,West,Technology,638.91,126.33,1,0.0
2022-06-29,Central,Furniture,2149.47,46.89,2,0.2
2022-06-29,Central,Technology,87.35,-10.85,1,0.2
2022-06-29,East,Furniture,754.86,227.13,1,0.0
2022-06-29,East,Office Supplies,445.45,99.34,1,0.5
2022-06-29,South,Furniture,674.06,219.6,1,0.4
2022-06-29,South,Technology,1356.47,-94.09,1,0.3
2022-06-29,West,Furniture,933.16,324.99,2,0.25
2022-06-29,West,Technology,939.38,-16.32,1,0.2
2022-06-30,Central,Technology,183.46,-16.91,1,0.2
2022-06-30,East,Office Supplies,1052.42,-27.58,1,0.0
2022-06-30,South,Furniture,790.92,-72.0,1,0.5
2022-06-30,West,Furniture,963.85,-60.64,1,0.0
2022-06-30,West,Office Supplies,311.33,80.54,1,0.5
2022-07-01,Central,Furniture,1573.21,-176.42,1,0.2
2022-07-01,East,Technology,600.46,51.15,1,0.0
2022-07-01,West,Office Supplies,4946.22,1052.3,3,0.1
2022-07-01,West,Technology,2319.37,488.22,2,0.2
2022-07-02,Central,Technology,77.07,15.63,1,0.0
2022-07-02,East,Office Supplies,2101.27,251.45,2,0.0
2022-07-02,East,Technology,1864.5,0.62,1,0.4
2022-07-02,South,Furniture,2766.56,365.72,2,0.05
2022-07-02,South,Technology,1253.66,385.13,1,0.0
2022-07-02,West,Office Supplies,1220.46,417.64,1,0.5
2022-07-03,Central,Furniture,3468.28,770.96,2,0.35
2022-07-03,Central,Office Supplies,64.55,1.43,1,0.0
2022-07-03,East,Furniture,852.67,120.96,2,0.25
2022-07-03,East,Office Supplies,3313.59,-162.57,2,0.0
2022-07-03,East,Technology,2938.74,499.18,2,0.05
2022-07-03,South,Furniture,1092.15,288.08,1,0.5
2022-07-03,South,Technology,725.99,-14.38,1,0.1
2022-07-03,West,Furniture,395.54,-45.54,1,0.0
2022-07-03,West,Technology,1070.11,386.08,1,0.4
2022-07-04,Central,Technology,884.73,-4.81,1,0.1
2022-07-04,East,Furniture,1188.86,367.59,1,0.1
2022-07-04,East,Technology,2182.19,-150.4,2,0.05
2022-07-04,South,Furniture,419.35,76.38,1,0.3
2022-07-04,South,Office Supplies,1546.46,25.2,1,0.1
2022-07-04,West,Office Supplies,233.76,-8.55,1,0.3
2022-07-04,West,Technology,891.68,159.08,2,0.2
2022-07-05,East,Office Supplies,843.6,335.59,1,0.2
2022-07-05,East,Technology,2250.2,-13.23,2,0.1
2022-07-05,South,Furniture,2840.24,613.35,2,0.2
2022-07-05,West,Furniture,986.51,381.46,1,0.3
2022-07-05,West,Office Supplies,946.87,164.43,1,0.0
2022-07-05,West,Technology,2655.21,-319.4,3,0.1
2022-07-06,East,Technology,415.39,57.18,1,0.0
2022-07-06,South,Furniture,113.59,41.96,1,0.0
2022-07-06,South,Office Supplies,1917.47,-171.9,1,0.3
2022-07-06,West,Furniture,880.94,225.31,1,0.2
2022-07-06,West,Office Supplies,1894.77,459.04,1,0.5
2022-07-06,West,Technology,1703.89,111.37,1,0.0
2022-07-07,Central,Technology,1254.29,352.15,2,0.4
2022-07-07,East,Furniture,1208.87,-221.02,1,0.1
2022-07-07,East,Office Supplies,1472.17,-148.25,1,0.0
2022-07-07,South,Furniture,756.92,244.83,1,0.4
2022-07-07,South,Office Supplies,7163.6,840.3,4,0.075
2022-07-07,South,Technology,348.97,-44.69,1,0.5
2022-07-07,West,Technology,2476.17,-52.85,2,0.05
2022-07-08,Central,Furniture,1067.63,-171.27,1,0.4
2022-07-08,Central,Office Supplies,1660.57,177.01,2,0.0
2022-07-08,Central,Technology,1304.84,498.02,1,0.1
2022-07-08,East,Office Supplies,1947.81,-40.65,1,0.0
2022-07-08,East,Technology,1930.88,-176.31,1,0.1
2022-07-08,South,Furniture,965.29,317.75,1,0.1
2022-07-08,South,Office Supplies,1007.96,10.72,1,0.1
2022-07-08,South,Technology,1592.84,-95.87,1,0.4
2022-07-08,West,Furniture,1379.81,395.25,1,0.1
2022-07-08,West,Technology,1448.45,217.03,1,0.2
2022-07-09,East,Furniture,1836.62,-227.31,1,0.0
2022-07-09,East,Office Supplies,1853.21,25.31,2,0.5
2022-07-09,South,Furniture,1350.08,331.27,1,0.0
2022-07-09,South,Office Supplies,1438.41,-204.51,1,0.4
2022-07-09,South,Technology,1848.25,-365.24,1,0.0
2022-07-09,West,Furniture,577.36,175.94,1,0.4
2022-07-09,West,Office Supplies,1829.68,-219.19,1,0.0
2022-07-10,Central,Furniture,1960.94,772.64,1,0.0
2022-07-10,Central,Office Supplies,1398.96,168.79,1,0.0
2022-07-10,South,Furniture,1150.23,83.34,1,0.2
2022-07-10,South,Technology,1603.21,87.04,1,0.0
2022-07-10,West,Furniture,1873.24,-343.97,1,0.3
2022-07-10,West,Office Supplies,638.3,120.13,2,0.4
2022-07-10,West,Technology,1585.19,364.96,1,0.0
2022-07-11,Central,Office Supplies,720.6,-138.42,1,0.1
2022-07-11,East,Furniture,1879.95,333.34,1,0.5
2022-07-11,East,Technology,318.65,51.27,1,0.1
2022-07-11,South,Office Supplies,1149.68,0.36,2,0.45
2022-07-11,South,Technology,3041.71,425.21,3,0.3
2022-07-11,West,Office Supplies,1179.73,-175.31,1,0.2
2022-07-11,West,Technology,1427.16,-242.73,1,0.5
2022-07-12,Central,Furniture,1730.19,131.52,1,0.4
2022-07-12,Central,Office Supplies,1249.28,-235.32,1,0.3
2022-07-12,East,Furniture,2749.47,229.28,2,0.2
2022-07-12,East,Office Supplies,3350.3,671.4,2,0.3
2022-07-12,East,Technology,3712.29,672.99,4,0.15
2022-07-12,South,Office Supplies,1539.71,54.39,1,0.0
2022-07-12,South,Technology,1174.35,-75.33,1,0.1
2022-07-13,Central,Office Supplies,1600.91,-266.75,1,0.5
2022-07-13,East,Furniture,1228.43,-89.84,1,0.0
2022-07-13,East,Office Supplies,3541.28,-81.52,2,0.1
2022-07-13,South,Technology,3219.99,-212.37,2,0.0
2022-07-13,West,Office Supplies,1605.71,-306.07,1,0.0
2022-07-13,West,Technology,477.43,36.35,1,0.0
2022-07-14,Central,Furniture,1548.27,-88.34,2,0.45
2022-07-14,Central,Office Supplies,1194.76,477.38,1,0.0
2022-07-14,Central,Technology,1132.21,158.08,1,0.2
2022-07-14,East,Office Supplies,891.38,222.61,1,0.0
2022-07-14,East,Technology,1854.1,-128.29,1,0.0
2022-07-14,South,Furniture,1661.74,101.76,2,0.45
2022-07-14,South,Technology,3688.49,144.51,3,0.1667
2022-07-14,West,Technology,1256.95,293.89,2,0.3
2022-07-15,Central,Technology,2369.88,387.04,2,0.1
2022-07-15,East,Furniture,1803.36,80.79,2,0.35
2022-07-15,East,Office Supplies,3184.67,-221.88,3,0.2333
2022-07-15,East,Technology,2867.71,494.01,2,0.15
2022-07-15,South,Office Supplies,3450.1,185.27,2,0.5
2022-07-15,West,Office Supplies,1409.83,362.01,1,0.5
2022-07-15,West,Technology,3366.61,842.06,2,0.4
2022-07-16,Central,Office Supplies,682.96,95.0,2,0.15
2022-07-16,East,Furniture,111.73,-13.57,1,0.0
2022-07-16,East,Office Supplies,75.26,7.54,1,0.4
2022-07-16,South,Office Supplies,1648.78,298.83,1,0.4
2022-07-16,South,Technology,158.11,36.95,1,0.3
2022-07-16,West,Furniture,23.77,8.54,1,0.4
2022-07-16,West,Technology,348.17,86.93,1,0.3
2022-07-17,Central,Technology,5338.2,939.99,4,0.1
2022-07-17,East,Furniture,1058.83,230.29,1,0.1
2022-07-17,East,Technology,1960.25,397.36,1,0.0
2022-07-17,South,Technology,670.23,233.18,1,0.2
2022-07-17,West,Furniture,1419.99,539.85,1,0.0
2022-07-17,West,Technology,2458.88,614.58,2,0.15
2022-07-18,Central,Furniture,1473.48,542.11,1,0.0
2022-07-18,East,Furniture,1765.43,-309.16,1,0.1
2022-07-18,East,Technology,2166.44,235.03,2,0.0
2022-07-18,South,Furniture,1534.85,-186.71,3,0.2333
2022-07-18,South,Office Supplies,902.62,241.76,1,0.0
2022-07-18,West,Furniture,1555.32,533.92,1,0.2
2022-07-18,West,Office Supplies,254.31,41.04,1,0.0
2022-07-18,West,Technology,1309.86,-167.66,1,0.0
2022-07-19,Central,Furniture,853.49,105.65,1,0.3
2022-07-19,Central,Office Supplies,2674.51,509.21,3,0.4333
2022-07-19,Central,Technology,1880.9,328.93,1,0.4
2022-07-19,East,Office Supplies,687.37,135.96,1,0.0
2022-07-19,South,Furniture,2215.61,310.57,2,0.05
2022-07-19,South,Office Supplies,2119.06,-137.05,2,0.25
2022-07-19,South,Technology,1356.8,353.15,2,0.3
2022-07-20,Central,Furniture,1603.04,-35.38,2,0.1
2022-07-20,Central,Office Supplies,1731.15,119.66,2,0.2
2022-07-20,Central,Technology,1264.94,283.46,1,0.0
2022-07-20,East,Technology,1566.36,388.32,2,0.3
2022-07-20,South,Furniture,510.34,166.34,1,0.2
2022-07-20,South,Office Supplies,574.88,32.32,1,0.1
2022-07-21,East,Furniture,1684.52,483.37,1,0.0
2022-07-21,East,Office Supplies,3075.3,812.65,4,0.275
2022-07-21,East,Technology,859.7,-88.39,1,0.2
2022-07-21,West,Furniture,1549.83,103.12,2,0.0
2022-07-21,West,Office Supplies,310.45,-52.1,1,0.2
2022-07-22,Central,Office Supplies,1555.5,80.16,1,0.1
2022-07-22,East,Technology,304.62,12.22,1,0.5
2022-07-22,South,Furniture,1967.41,-92.09,1,0.0
2022-07-22,South,Office Supplies,493.68,174.61,1,0.0
2022-07-22,West,Furniture,232.77,-6.58,1,0.4
2022-07-22,West,Technology,2331.17,750.3,2,0.35
2022-07-23,Central,Furniture,1994.54,317.62,1,0.2
2022-07-23,Central,Technology,76.66,2.99,1,0.3
2022-07-23,East,Office Supplies,882.79,-101.55,1,0.0
2022-07-23,South,Office Supplies,367.98,28.91,1,0.3
2022-07-23,South,Technology,1292.3,106.16,2,0.15
2022-07-23,West,Furniture,1559.0,-1.88,2,0.15
2022-07-23,West,Technology,346.08,90.05,1,0.5
2022-07-24,East,Furniture,2666.4,774.41,2,0.0
2022-07-24,East,Technology,1993.92,760.55,1,0.5
2022-07-24,South,Furniture,2543.2,292.39,3,0.1333
2022-07-24,South,Office Supplies,1078.79,-41.18,2,0.4
2022-07-24,South,Technology,1899.7,262.63,2,0.3
2022-07-24,West,Furniture,336.75,-37.59,1,0.0
2022-07-24,West,Office Supplies,1052.65,316.66,1,0.2
2022-07-24,West,Technology,945.55,-154.0,1,0.3
2022-07-25,Central,Office Supplies,1835.99,-57.03,3,0.2
2022-07-25,East,Furniture,1033.63,219.24,1,0.0
2022-07-25,South,Office Supplies,2456.99,571.47,2,0.35
2022-07-25,West,Furniture,2410.87,-98.13,2,0.1
2022-07-25,West,Technology,1687.39,170.3,2,0.3
2022-07-26,East,Furniture,618.28,92.81,1,0.1
2022-07-26,East,Office Supplies,1366.84,355.64,1,0.0
2022-07-26,South,Furniture,2551.68,837.39,2,0.1
2022-07-26,West,Furniture,368.67,10.97,1,0.0
2022-07-27,Central,Office Supplies,2129.68,555.87,2,0.25
2022-07-27,Central,Technology,1612.21,29.51,1,0.1
2022-07-27,East,Furniture,340.69,-30.1,1,0.0
2022-07-27,East,Office Supplies,472.4,93.61,1,0.2
2022-07-27,East,Technology,1276.61,-84.74,1,0.5
2022-07-27,South,Furniture,1405.22,49.24,2,0.25
2022-07-27,South,Office Supplies,654.85,232.43,1,0.3
2022-07-27,South,Technology,1532.11,555.12,1,0.4
2022-07-28,Central,Furniture,1930.76,-0.52,1,0.2
2022-07-28,East,Office Supplies,1905.13,39.81,1,0.0
2022-07-28,East,Technology,1263.62,-147.29,1,0.0
2022-07-28,South,Furniture,126.24,-13.06,1,0.0
2022-07-28,South,Office Supplies,1909.31,400.67,1,0.1
2022-07-28,West,Furniture,627.23,129.08,1,0.5
2022-07-28,West,Technology,1132.95,-156.21,1,0.0
2022-07-29,Central,Furniture,1761.81,101.18,3,0.0
2022-07-29,Central,Office Supplies,1700.98,-263.54,1,0.3
2022-07-29,Central,Technology,1110.57,171.93,2,0.2
2022-07-29,East,Furniture,1121.55,-124.19,1,0.0
2022-07-29,East,Office Supplies,1095.67,175.04,1,0.0
2022-07-29,South,Technology,1570.31,361.98,1,0.4
2022-07-29,West,Office Supplies,2269.76,-286.6,2,0.3
2022-07-30,Central,Furniture,280.87,106.05,1,0.2
2022-07-30,Central,Office Supplies,519.68,-98.78,1,0.3
2022-07-30,East,Office Supplies,889.27,134.26,1,0.0
2022-07-30,South,Furniture,492.15,-82.0,1,0.3
2022-07-30,South,Technology,1769.14,344.33,2,0.25
2022-07-30,West,Furniture,1111.41,-146.29,1,0.0
2022-07-30,West,Office Supplies,608.5,173.26,1,0.0
2022-07-31,Central,Furniture,656.17,9.46,2,0.35
2022-07-31,Central,Office Supplies,885.61,132.06,1,0.0
2022-07-31,Central,Technology,1785.03,268.09,1,0.2
2022-07-31,East,Furniture,814.88,217.68,1,0.3
2022-07-31,South,Furniture,675.68,170.64,1,0.3
2022-07-31,South,Office Supplies,1854.11,543.76,1,0.4
2022-07-31,South,Technology,330.92,31.89,1,0.0
2022-07-31,West,Furniture,1354.99,-58.38,1,0.4
2022-07-31,West,Office Supplies,1062.99,55.05,1,0.1
2022-07-31,West,Technology,469.7,4.86,1,0.0
2022-08-01,Central,Furniture,373.88,134.95,1,0.4
2022-08-01,Central,Technology,452.49,94.32,1,0.1
2022-08-01,East,Technology,1179.69,-49.03,1,0.0
2022-08-01,South,Office Supplies,114.37,6.65,1,0.0
2022-08-01,West,Furniture,813.41,-19.58,1,0.3
2022-08-01,West,Technology,1804.3,693.12,1,0.0
2022-08-02,Central,Office Supplies,404.98,58.13,1,0.4
2022-08-02,Central,Technology,2943.65,262.39,2,0.05
2022-08-02,East,Furniture,1005.43,236.69,1,0.4
